PeakID (cmd=annotatePeaks.pl consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_693	VIII	556265	557057	+	0	NA	TTS (YHR216W)	protein_coding-TTS (YHR216W)	381	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
Interval_975	XIII	16841	17040	+	0	NA	promoter-TSS (YML127W)	protein_coding-promoter-TSS (YML127W)	-124	YML127W	YML127W	YML127W			RSC9			protein_coding
Interval_1079	XIV	22781	23793	+	0	NA	promoter-TSS (YNL327W)	protein_coding-promoter-TSS (YNL327W)	-13	YNL328C	YNL328C	YNL328C			MDJ2			protein_coding
Interval_103	II	614112	615410	+	0	NA	promoter-TSS (YBR196C)	protein_coding-promoter-TSS (YBR196C)	-131	YBR196C-B	YBR196C-B	YBR196C-B			YBR196C-B			protein_coding
Interval_18	I	165871	166730	+	0	NA	promoter-TSS (YAR010C)	protein_coding-promoter-TSS (YAR010C)	33	tA(UGC)A	tA(UGC)A	tA(UGC)A			TGA1			tRNA
Interval_556	VII	472474	472709	+	0	NA	promoter-TSS (YGL012W)	protein_coding-promoter-TSS (YGL012W)	-264	YGL012W	YGL012W	YGL012W			ERG4			protein_coding
Interval_1341	XVI	729544	729887	+	0	NA	promoter-TSS (YPR098C)	protein_coding-promoter-TSS (YPR098C)	-76	YPR100W	YPR100W	YPR100W			MRPL51			protein_coding
Interval_373	IX	360206	360745	+	0	NA	promoter-TSS (YIR002C)	protein_coding-promoter-TSS (YIR002C)	-79	YIR002C	YIR002C	YIR002C			MPH1			protein_coding
Interval_816	XI	260239	260912	+	0	NA	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-557	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
Interval_879	XII	167725	168850	+	0	NA	promoter-TSS (YLR010C)	protein_coding-promoter-TSS (YLR010C)	-262	tS(AGA)L	tS(AGA)L	tS(AGA)L			tS(AGA)L			tRNA
Interval_1002	XIII	236221	236504	+	0	NA	promoter-TSS (YML017W)	protein_coding-promoter-TSS (YML017W)	-226	YML017W	YML017W	YML017W			PSP2			protein_coding
Interval_794	XI	93438	93951	+	0	NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-396	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
Interval_66	II	336888	337345	+	0	NA	promoter-TSS (YBR049C)	protein_coding-promoter-TSS (YBR049C)	-298	YBR049C	YBR049C	YBR049C			REB1			protein_coding
Interval_1075	XIII	914895	915649	+	0	NA	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-734	YMR319C	YMR319C	YMR319C			FET4			protein_coding
Interval_576	VII	617646	618032	+	0	NA	promoter-TSS (YGR062C)	protein_coding-promoter-TSS (YGR062C)	-15	YGR063C	YGR063C	YGR063C			SPT4			protein_coding
Interval_726	X	268400	268719	+	0	NA	promoter-TSS (YJL088W)	protein_coding-promoter-TSS (YJL088W)	-240	YJL088W	YJL088W	YJL088W			ARG3			protein_coding
Interval_815	XI	258395	259011	+	0	NA	promoter-TSS (YKL096W-A)	protein_coding-promoter-TSS (YKL096W-A)	210	YKL097C	YKL097C	YKL097C			YKL097C			protein_coding
Interval_588	VII	706820	707245	+	0	NA	promoter-TSS (YGR109C)	protein_coding-promoter-TSS (YGR109C)	147	tC(GCA)G	tC(GCA)G	tC(GCA)G			tC(GCA)G			tRNA
Interval_296	IV	1261265	1261584	+	0	NA	promoter-TSS (YDR394W)	protein_coding-promoter-TSS (YDR394W)	-257	YDR394W	YDR394W	YDR394W			RPT3			protein_coding
Interval_222	IV	501229	501836	+	0	NA	promoter-TSS (YDR028C)	protein_coding-promoter-TSS (YDR028C)	432	YDR029W	YDR029W	YDR029W			YDR029W			protein_coding
Interval_225	IV	520901	521545	+	0	NA	promoter-TSS (YDR034C-A)	protein_coding-promoter-TSS (YDR034C-A)	-91	YDR034W-B	YDR034W-B	YDR034W-B			YDR034W-B			protein_coding
Interval_998	XIII	219819	220034	+	0	NA	promoter-TSS (YML028W)	protein_coding-promoter-TSS (YML028W)	-212	YML028W	YML028W	YML028W			TSA1			protein_coding
Interval_664	VIII	272336	272894	+	0	NA	promoter-TSS (YHR083W)	protein_coding-promoter-TSS (YHR083W)	-12	YHR083W	YHR083W	YHR083W			SAM35			protein_coding
Interval_1308	XVI	454875	455236	+	0	NA	promoter-TSS (YPL054W)	protein_coding-promoter-TSS (YPL054W)	-65	YPL055C	YPL055C	YPL055C			LGE1			protein_coding
Interval_475	VI	56060	56312	+	0	NA	promoter-TSS (YFL037W)	protein_coding-promoter-TSS (YFL037W)	-150	YFL037W	YFL037W	YFL037W			TUB2			protein_coding
Interval_183	IV	156011	156313	+	0	NA	promoter-TSS (YDL170W)	protein_coding-promoter-TSS (YDL170W)	-156	YDL170W	YDL170W	YDL170W			UGA3			protein_coding
Interval_219	IV	485231	485596	+	0	NA	promoter-TSS (YDR019C)	protein_coding-promoter-TSS (YDR019C)	-48	YDR019C	YDR019C	YDR019C			GCV1			protein_coding
Interval_286	IV	1172128	1172477	+	0	NA	promoter-TSS (YDR348C)	protein_coding-promoter-TSS (YDR348C)	-477	YDR348C	YDR348C	YDR348C			PAL1			protein_coding
Interval_747	X	454790	455974	+	0	NA	promoter-TSS (YJR009C)	protein_coding-promoter-TSS (YJR009C)	-701	YJR009C	YJR009C	YJR009C			TDH2			protein_coding
Interval_1134	XIV	546640	547995	+	0	NA	promoter-TSS (YNL042W)	protein_coding-promoter-TSS (YNL042W)	204	YNL042W-B	YNL042W-B	YNL042W-B			YNL042W-B			protein_coding
Interval_796	XI	106782	106980	+	0	NA	promoter-TSS (YKL181W)	protein_coding-promoter-TSS (YKL181W)	-435	YKL181W	YKL181W	YKL181W			PRS1			protein_coding
Interval_492	VI	194148	194549	+	0	NA	promoter-TSS (YFR021W)	protein_coding-promoter-TSS (YFR021W)	-464	YFR021W	YFR021W	YFR021W			ATG18			protein_coding
Interval_808	XI	176540	176739	+	0	NA	promoter-TSS (YKL143W)	protein_coding-promoter-TSS (YKL143W)	-142	YKL143W	YKL143W	YKL143W			LTV1			protein_coding
Interval_500	VI	251874	252378	+	0	NA	promoter-TSS (YFR051C)	protein_coding-promoter-TSS (YFR051C)	-323	YFR051C	YFR051C	YFR051C			RET2			protein_coding
Interval_306	IV	1359557	1359934	+	0	NA	promoter-TSS (YDR449C)	protein_coding-promoter-TSS (YDR449C)	-178	YDR450W	YDR450W	YDR450W			RPS18A			protein_coding
Interval_464	V	544625	545507	+	0	NA	promoter-TSS (YER177W)	protein_coding-promoter-TSS (YER177W)	-545	YER177W	YER177W	YER177W			BMH1			protein_coding
Interval_109	II	668109	668984	+	0	NA	promoter-TSS (YBR222C)	protein_coding-promoter-TSS (YBR222C)	-175	YBR223W-A	YBR223W-A	YBR223W-A			YBR223W-A			protein_coding
Interval_1068	XIII	880508	880989	+	0	NA	promoter-TSS (YMR305C)	protein_coding-promoter-TSS (YMR305C)	-411	YMR306W	YMR306W	YMR306W			FKS3			protein_coding
Interval_33	II	46650	47504	+	0	NA	TTS (YBL091C)	protein_coding-TTS (YBL091C)	103	YBL091C-A	YBL091C-A	YBL091C-A			SCS22			protein_coding
Interval_419	V	259991	260355	+	0	NA	promoter-TSS (YER053C)	protein_coding-promoter-TSS (YER053C)	-534	YER053C	YER053C	YER053C			PIC2			protein_coding
Interval_810	XI	216694	217223	+	0	NA	promoter-TSS (YKL120W)	protein_coding-promoter-TSS (YKL120W)	-386	YKL120W	YKL120W	YKL120W			OAC1			protein_coding
Interval_1329	XVI	656560	656788	+	0	NA	promoter-TSS (YPR045C)	protein_coding-promoter-TSS (YPR045C)	-122	YPR045C	YPR045C	YPR045C			THP3			protein_coding
Interval_241	IV	657907	658158	+	0	NA	promoter-TSS (YDR101C)	protein_coding-promoter-TSS (YDR101C)	-52	YDR102C	YDR102C	YDR102C			YDR102C			protein_coding
Interval_45	II	167965	168352	+	0	NA	promoter-TSS (YBL027W)	protein_coding-promoter-TSS (YBL027W)	-265	YBL027W	YBL027W	YBL027W			RPL19B			protein_coding
Interval_1061	XIII	807964	809031	+	0	NA	promoter-TSS (YMR271C)	protein_coding-promoter-TSS (YMR271C)	-180	tQ(CUG)M	tQ(CUG)M	tQ(CUG)M			CDC65			tRNA
Interval_668	VIII	315881	316307	+	0	NA	promoter-TSS (YHR101C)	protein_coding-promoter-TSS (YHR101C)	-126	YHR101C	YHR101C	YHR101C			BIG1			protein_coding
Interval_1199	XV	443349	444447	+	0	NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-367	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
Interval_1067	XIII	872573	872972	+	0	NA	promoter-TSS (YMR302C)	protein_coding-promoter-TSS (YMR302C)	-147	YMR302C	YMR302C	YMR302C			YME2			protein_coding
Interval_887	XII	281677	282853	+	0	NA	promoter-TSS (YLR073C)	protein_coding-promoter-TSS (YLR073C)	191	YLR074C	YLR074C	YLR074C			BUD20			protein_coding
Interval_1133	XIV	518992	519793	+	0	NA	promoter-TSS (YNL054W-A)	protein_coding-promoter-TSS (YNL054W-A)	-64	YNL054W-A	YNL054W-A	YNL054W-A			YNL054W-A			protein_coding
Interval_258	IV	884357	884717	+	0	NA	promoter-TSS (YDR210C-C)	protein_coding-promoter-TSS (YDR210C-C)	176	tI(UAU)D	tI(UAU)D	tI(UAU)D			tI(UAU)D			tRNA
Interval_822	XI	321850	322796	+	0	NA	promoter-TSS (YKL062W)	protein_coding-promoter-TSS (YKL062W)	-805	YKL063C	YKL063C	YKL063C			YKL063C			protein_coding
Interval_519	VII	157532	157804	+	0	NA	promoter-TSS (YGL181W)	protein_coding-promoter-TSS (YGL181W)	-72	YGL182C	YGL182C	YGL182C			YGL182C			protein_coding
Interval_344	IX	141912	142769	+	0	NA	promoter-TSS (YIL116W)	protein_coding-promoter-TSS (YIL116W)	-588	YIL116W	YIL116W	YIL116W			HIS5			protein_coding
Interval_1298	XVI	370734	371024	+	0	NA	promoter-TSS (YPL093W)	protein_coding-promoter-TSS (YPL093W)	-99	YPL093W	YPL093W	YPL093W			NOG1			protein_coding
Interval_1343	XVI	742225	742424	+	0	NA	promoter-TSS (YPR107C)	protein_coding-promoter-TSS (YPR107C)	-130	YPR108W	YPR108W	YPR108W			RPN7			protein_coding
Interval_87	II	454234	454928	+	0	NA	promoter-TSS (YBR107C)	protein_coding-promoter-TSS (YBR107C)	-51	YBR107C	YBR107C	YBR107C			IML3			protein_coding
Interval_1044	XIII	616118	616332	+	0	NA	promoter-TSS (YMR177W)	protein_coding-promoter-TSS (YMR177W)	-341	YMR177W	YMR177W	YMR177W			MMT1			protein_coding
Interval_1122	XIV	426965	427664	+	0	NA	promoter-TSS (YNL103W)	protein_coding-promoter-TSS (YNL103W)	-421	YNL103W	YNL103W	YNL103W			MET4			protein_coding
Interval_594	VII	765079	765287	+	0	NA	promoter-TSS (YGR139W)	protein_coding-promoter-TSS (YGR139W)	423	YGR138C	YGR138C	YGR138C			TPO2			protein_coding
Interval_135	III	114309	114863	+	0	NA	TTS (YCL001W-B)	protein_coding-TTS (YCL001W-B)	816	YCL001W-B	YCL001W-B	YCL001W-B			YCL001W-B			protein_coding
Interval_847	XI	535248	535843	+	0	NA	promoter-TSS (YKR053C)	protein_coding-promoter-TSS (YKR053C)	-264	YKR053C	YKR053C	YKR053C			YSR3			protein_coding
Interval_595	VII	766006	766552	+	0	NA	promoter-TSS (YGR138C)	protein_coding-promoter-TSS (YGR138C)	553	YGR139W	YGR139W	YGR139W			YGR139W			protein_coding
Interval_347	IX	169798	170031	+	0	NA	promoter-TSS (YIL105C)	protein_coding-promoter-TSS (YIL105C)	-273	YIL105C	YIL105C	YIL105C			SLM1			protein_coding
Interval_722	X	227806	228400	+	0	NA	TTS (YJL103C)	protein_coding-TTS (YJL103C)	376	snR37	snR37	snR37			snR37			snoRNA
Interval_915	XII	541860	542059	+	0	NA	promoter-TSS (YLR194C)	protein_coding-promoter-TSS (YLR194C)	-386	YLR194C	YLR194C	YLR194C			YLR194C			protein_coding
Interval_271	IV	1011289	1012119	+	0	NA	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	256	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
Interval_772	X	656121	656323	+	0	NA	promoter-TSS (YJR125C)	protein_coding-promoter-TSS (YJR125C)	-259	YJR125C	YJR125C	YJR125C			ENT3			protein_coding
Interval_1339	XVI	701301	702216	+	0	NA	TTS (YPR081C)	protein_coding-TTS (YPR081C)	1164	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
Interval_450	V	438998	439469	+	0	NA	promoter-TSS (YER135C)	protein_coding-promoter-TSS (YER135C)	-383	YER136W	YER136W	YER136W			GDI1			protein_coding
Interval_444	V	409148	409653	+	0	NA	promoter-TSS (YER124C)	protein_coding-promoter-TSS (YER124C)	-337	YER124C	YER124C	YER124C			DSE1			protein_coding
Interval_1089	XIV	101624	101979	+	0	NA	promoter-TSS (tN(GUU)N1)	tRNA-promoter-TSS (tN(GUU)N1)	431	YNL284C-B	YNL284C-B	YNL284C-B			YNL284C-B			protein_coding
Interval_774	X	683475	684646	+	0	NA	promoter-TSS (YJR137C)	protein_coding-promoter-TSS (YJR137C)	-507	YJR138W	YJR138W	YJR138W			IML1			protein_coding
Interval_792	XI	82725	83031	+	0	NA	promoter-TSS (YKL190W)	protein_coding-promoter-TSS (YKL190W)	-69	YKL190W	YKL190W	YKL190W			CNB1			protein_coding
Interval_172	IV	83471	83827	+	0	NA	promoter-TSS (YDL210W)	protein_coding-promoter-TSS (YDL210W)	101	tG(GCC)D1	tG(GCC)D1	tG(GCC)D1			tG(GCC)D1			tRNA
Interval_785	XI	46220	46909	+	0	NA	promoter-TSS (YKL208W)	protein_coding-promoter-TSS (YKL208W)	242	tT(CGU)K	tT(CGU)K	tT(CGU)K			TRT2			tRNA
Interval_1019	XIII	349835	350129	+	0	NA	promoter-TSS (YMR039C)	protein_coding-promoter-TSS (YMR039C)	-399	YMR040W	YMR040W	YMR040W			YET2			protein_coding
Interval_202	IV	340334	341590	+	0	NA	promoter-TSS (YDL060W)	protein_coding-promoter-TSS (YDL060W)	-164	YDL061C	YDL061C	YDL061C			RPS29B			protein_coding
Interval_226	IV	524745	525320	+	0	NA	promoter-TSS (YDR036C)	protein_coding-promoter-TSS (YDR036C)	-319	YDR036C	YDR036C	YDR036C			EHD3			protein_coding
Interval_859	XI	630332	630903	+	0	NA	promoter-TSS (YKR097W)	protein_coding-promoter-TSS (YKR097W)	-535	YKR097W	YKR097W	YKR097W			PCK1			protein_coding
Interval_1345	XVI	747174	747575	+	0	NA	promoter-TSS (YPR110C)	protein_coding-promoter-TSS (YPR110C)	68	YPR111W	YPR111W	YPR111W			DBF20			protein_coding
Interval_182	IV	147698	148092	+	0	NA	promoter-TSS (YDL173W)	protein_coding-promoter-TSS (YDL173W)	-296	YDL173W	YDL173W	YDL173W			PAR32			protein_coding
Interval_268	IV	992747	993136	+	0	NA	promoter-TSS (YDR261C-C)	protein_coding-promoter-TSS (YDR261C-C)	109	tG(GCC)D2	tG(GCC)D2	tG(GCC)D2			tG(GCC)D2			tRNA
Interval_1102	XIV	229648	229923	+	0	NA	TTS (YNL222W)	protein_coding-TTS (YNL222W)	691	YNL222W	YNL222W	YNL222W			SSU72			protein_coding
Interval_620	VII	958465	959766	+	0	NA	promoter-TSS (YGR233C)	protein_coding-promoter-TSS (YGR233C)	-789	YGR234W	YGR234W	YGR234W			YHB1			protein_coding
Interval_538	VII	324665	325065	+	0	NA	promoter-TSS (YGL096W)	protein_coding-promoter-TSS (YGL096W)	-466	YGL096W	YGL096W	YGL096W			TOS8			protein_coding
Interval_630	VII	1051854	1052644	+	0	NA	promoter-TSS (YGR280C)	protein_coding-promoter-TSS (YGR280C)	-524	YGR280C	YGR280C	YGR280C			PXR1			protein_coding
Interval_602	VII	798111	798456	+	0	NA	promoter-TSS (YGR154C)	protein_coding-promoter-TSS (YGR154C)	-260	YGR155W	YGR155W	YGR155W			CYS4			protein_coding
Interval_177	IV	116023	116264	+	0	NA	promoter-TSS (YDL192W)	protein_coding-promoter-TSS (YDL192W)	-178	YDL192W	YDL192W	YDL192W			ARF1			protein_coding
Interval_894	XII	348171	348441	+	0	NA	promoter-TSS (YLR105C)	protein_coding-promoter-TSS (YLR105C)	-126	YLR105C	YLR105C	YLR105C			SEN2			protein_coding
Interval_1018	XIII	346990	347483	+	0	NA	promoter-TSS (YMR037C)	protein_coding-promoter-TSS (YMR037C)	-719	YMR037C	YMR037C	YMR037C			MSN2			protein_coding
Interval_16	I	141652	142170	+	0	NA	promoter-TSS (YAL003W)	protein_coding-promoter-TSS (YAL003W)	-263	YAL003W	YAL003W	YAL003W			EFB1			protein_coding
Interval_34	II	59280	59667	+	0	NA	promoter-TSS (YBL088C)	protein_coding-promoter-TSS (YBL088C)	-91	YBL088C	YBL088C	YBL088C			TEL1			protein_coding
Interval_812	XI	225978	226422	+	0	NA	promoter-TSS (YKL112W)	protein_coding-promoter-TSS (YKL112W)	-325	YKL113C	YKL113C	YKL113C			RAD27			protein_coding
Interval_1014	XIII	306085	306923	+	0	NA	promoter-TSS (YMR016C)	protein_coding-promoter-TSS (YMR016C)	-911	YMR016C	YMR016C	YMR016C			SOK2			protein_coding
Interval_1350	XVI	781734	782043	+	0	NA	promoter-TSS (YPR122W)	protein_coding-promoter-TSS (YPR122W)	-157	YPR122W	YPR122W	YPR122W			AXL1			protein_coding
Interval_523	VII	197143	198036	+	0	NA	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-549	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
Interval_526	VII	229905	230139	+	0	NA	promoter-TSS (YGL145W)	protein_coding-promoter-TSS (YGL145W)	-221	YGL145W	YGL145W	YGL145W			TIP20			protein_coding
Interval_440	V	377826	378073	+	0	NA	promoter-TSS (YER109C)	protein_coding-promoter-TSS (YER109C)	-335	YER109C	YER109C	YER109C			FLO8			protein_coding
Interval_126	III	50337	51613	+	0	NA	promoter-TSS (YCL041C)	protein_coding-promoter-TSS (YCL041C)	137	YCL040W	YCL040W	YCL040W			GLK1			protein_coding
Interval_1365	XVI	921129	921372	+	0	NA	promoter-TSS (YPR192W)	protein_coding-promoter-TSS (YPR192W)	-610	YPR192W	YPR192W	YPR192W			AQY1			protein_coding
Interval_1203	XV	471717	472724	+	0	NA	promoter-TSS (YOR076C)	protein_coding-promoter-TSS (YOR076C)	321	YOR077W	YOR077W	YOR077W			RTS2			protein_coding
Interval_70	II	350808	351027	+	0	NA	promoter-TSS (YBR056W-A)	protein_coding-promoter-TSS (YBR056W-A)	90	tQ(UUG)B	tQ(UUG)B	tQ(UUG)B			tQ(UUG)B			tRNA
Interval_378	IX	386484	386965	+	0	NA	Intergenic	Intergenic	-1023	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
Interval_1131	XIV	507381	507895	+	0	NA	promoter-TSS (YNL063W)	protein_coding-promoter-TSS (YNL063W)	-120	YNL063W	YNL063W	YNL063W			MTQ1			protein_coding
Interval_83	II	426573	427277	+	0	NA	promoter-TSS (YBR089C-A)	protein_coding-promoter-TSS (YBR089C-A)	133	YBR090C	YBR090C	YBR090C			YBR090C			protein_coding
Interval_376	IX	381789	382542	+	0	NA	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	217	YIR015W	YIR015W	YIR015W			RPR2			protein_coding
Interval_696	X	58921	59341	+	0	NA	promoter-TSS (YJL200C)	protein_coding-promoter-TSS (YJL200C)	41	tT(AGU)J	tT(AGU)J	tT(AGU)J			tT(AGU)J			tRNA
Interval_892	XII	341124	341766	+	0	NA	promoter-TSS (YLR099C)	protein_coding-promoter-TSS (YLR099C)	120	YLR099W-A	YLR099W-A	YLR099W-A			MIM2			protein_coding
Interval_579	VII	649016	649215	+	0	NA	promoter-TSS (YGR084C)	protein_coding-promoter-TSS (YGR084C)	-208	YGR085C	YGR085C	YGR085C			RPL11B			protein_coding
Interval_1176	XV	170103	170806	+	0	NA	promoter-TSS (YOL081W)	protein_coding-promoter-TSS (YOL081W)	-616	YOL081W	YOL081W	YOL081W			IRA2			protein_coding
Interval_653	VIII	146191	146413	+	0	NA	promoter-TSS (tA(AGC)H)	tRNA-promoter-TSS (tA(AGC)H)	12	tA(AGC)H	tA(AGC)H	tA(AGC)H			tA(AGC)H			tRNA
Interval_302	IV	1305556	1305784	+	0	NA	promoter-TSS (YDR420W)	protein_coding-promoter-TSS (YDR420W)	40	tS(AGA)D3	tS(AGA)D3	tS(AGA)D3			tS(AGA)D3			tRNA
Interval_204	IV	363595	363869	+	0	NA	promoter-TSS (YDL051W)	protein_coding-promoter-TSS (YDL051W)	-149	YDL052C	YDL052C	YDL052C			SLC1			protein_coding
Interval_277	IV	1054962	1056406	+	0	NA	promoter-TSS (YDR297W)	protein_coding-promoter-TSS (YDR297W)	472	YDR296W	YDR296W	YDR296W			MHR1			protein_coding
Interval_187	IV	215651	216137	+	0	NA	promoter-TSS (YDL137W)	protein_coding-promoter-TSS (YDL137W)	-635	YDL137W	YDL137W	YDL137W			ARF2			protein_coding
Interval_197	IV	301113	301520	+	0	NA	promoter-TSS (YDL086W)	protein_coding-promoter-TSS (YDL086W)	-97	YDL086W	YDL086W	YDL086W			YDL086W			protein_coding
Interval_1141	XIV	604778	605159	+	0	NA	promoter-TSS (YNL015W)	protein_coding-promoter-TSS (YNL015W)	-416	YNL015W	YNL015W	YNL015W			PBI2			protein_coding
Interval_609	VII	850606	851168	+	0	NA	promoter-TSS (YGR177C)	protein_coding-promoter-TSS (YGR177C)	-451	YGR177C	YGR177C	YGR177C			ATF2			protein_coding
Interval_743	X	414979	416114	+	0	NA	promoter-TSS (YJL011C)	protein_coding-promoter-TSS (YJL011C)	490	tW(CCA)J	tW(CCA)J	tW(CCA)J			tW(CCA)J			tRNA
Interval_861	XII	1	304	+	0	NA	promoter-TSS (YLL067W-A)	protein_coding-promoter-TSS (YLL067W-A)	-691	YLL067W-A	YLL067W-A	YLL067W-A			YLL067W-A			protein_coding
Interval_1353	XVI	812542	813058	+	0	NA	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-347	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
Interval_230	IV	550762	551478	+	0	NA	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-544	YDR046C	YDR046C	YDR046C			BAP3			protein_coding
Interval_56	II	251109	251605	+	0	NA	promoter-TSS (YBR007C)	protein_coding-promoter-TSS (YBR007C)	-341	YBR007C	YBR007C	YBR007C			DSF2			protein_coding
Interval_36	II	71243	71449	+	0	NA	promoter-TSS (YBL081W)	protein_coding-promoter-TSS (YBL081W)	-219	YBL082C	YBL082C	YBL082C			ALG3			protein_coding
Interval_98	II	592765	593134	+	0	NA	promoter-TSS (YBR181C)	protein_coding-promoter-TSS (YBR181C)	-175	YBR181C	YBR181C	YBR181C			RPS6B			protein_coding
Interval_1155	XIV	778859	779093	+	0	NA	promoter-TSS (YNR074C)	protein_coding-promoter-TSS (YNR074C)	-238	YNR074C	YNR074C	YNR074C			AIF1			protein_coding
Interval_73	II	373420	374416	+	0	NA	TTS (YBR068C)	protein_coding-TTS (YBR068C)	-1183	YBR067C	YBR067C	YBR067C			TIP1			protein_coding
Interval_59	II	292033	292378	+	0	NA	promoter-TSS (YBR025C)	protein_coding-promoter-TSS (YBR025C)	-340	YBR025C	YBR025C	YBR025C			OLA1			protein_coding
Interval_717	X	189526	189832	+	0	NA	promoter-TSS (YJL122W)	protein_coding-promoter-TSS (YJL122W)	-37	YJL122W	YJL122W	YJL122W			ALB1			protein_coding
Interval_1293	XVI	302765	303028	+	0	NA	promoter-TSS (YPL131W)	protein_coding-promoter-TSS (YPL131W)	-225	YPL131W	YPL131W	YPL131W			RPL5			protein_coding
Interval_394	V	53265	53977	+	0	NA	promoter-TSS (YEL054C)	protein_coding-promoter-TSS (YEL054C)	-403	YEL054C	YEL054C	YEL054C			RPL12A			protein_coding
Interval_877	XII	130880	131569	+	0	NA	promoter-TSS (YLL008W)	protein_coding-promoter-TSS (YLL008W)	190	YLL009C	YLL009C	YLL009C			COX17			protein_coding
Interval_272	IV	1013758	1014127	+	0	NA	promoter-TSS (YDR276C)	protein_coding-promoter-TSS (YDR276C)	-299	YDR276C	YDR276C	YDR276C			PMP3			protein_coding
Interval_153	III	236466	237114	+	0	NA	promoter-TSS (YCR067C)	protein_coding-promoter-TSS (YCR067C)	-424	YCR068W	YCR068W	YCR068W			ATG15			protein_coding
Interval_1334	XVI	678456	679436	+	0	NA	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	-5	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
Interval_342	IX	131839	132137	+	0	NA	promoter-TSS (YIL121W)	protein_coding-promoter-TSS (YIL121W)	-256	YIL121W	YIL121W	YIL121W			QDR2			protein_coding
Interval_502	VI	263155	263897	+	0	NA	promoter-TSS (YFR055W)	protein_coding-promoter-TSS (YFR055W)	-678	YFR055W	YFR055W	YFR055W			IRC7			protein_coding
Interval_545	VII	383355	383615	+	0	NA	promoter-TSS (YGL063W)	protein_coding-promoter-TSS (YGL063W)	-169	YGL063W	YGL063W	YGL063W			PUS2			protein_coding
Interval_655	VIII	150907	151418	+	0	NA	promoter-TSS (YHR022C)	protein_coding-promoter-TSS (YHR022C)	144	YHR022C-A	YHR022C-A	YHR022C-A			YHR022C-A			protein_coding
Interval_701	X	82643	83681	+	0	NA	promoter-TSS (YJL183W)	protein_coding-promoter-TSS (YJL183W)	-186	YJL185C	YJL185C	YJL185C			ATG36			protein_coding
Interval_423	V	270189	270567	+	0	NA	promoter-TSS (YER056C-A)	protein_coding-promoter-TSS (YER056C-A)	-193	YER056C-A	YER056C-A	YER056C-A			RPL34A			protein_coding
Interval_234	IV	573813	574073	+	0	NA	promoter-TSS (YDR061W)	protein_coding-promoter-TSS (YDR061W)	-221	YDR061W	YDR061W	YDR061W			YDR061W			protein_coding
Interval_866	XII	36637	37111	+	0	NA	promoter-TSS (YLL052C)	protein_coding-promoter-TSS (YLL052C)	-513	YLL052C	YLL052C	YLL052C			AQY2			protein_coding
Interval_200	IV	321522	322247	+	0	NA	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-332	YDL076C	YDL076C	YDL076C			RXT3			protein_coding
Interval_207	IV	385912	387079	+	0	NA	promoter-TSS (YDL037C)	protein_coding-promoter-TSS (YDL037C)	-908	YDL037C	YDL037C	YDL037C			BSC1			protein_coding
Interval_495	VI	212907	213166	+	0	NA	promoter-TSS (YFR030W)	protein_coding-promoter-TSS (YFR030W)	-276	YFR030W	YFR030W	YFR030W			MET10			protein_coding
Interval_903	XII	440002	440626	+	0	NA	promoter-TSS (YLR149C)	protein_coding-promoter-TSS (YLR149C)	142	YLR149C-A	YLR149C-A	YLR149C-A			YLR149C-A			protein_coding
Interval_425	V	284447	285082	+	0	NA	promoter-TSS (YER064C)	protein_coding-promoter-TSS (YER064C)	-542	YER064C	YER064C	YER064C			VHR2			protein_coding
Interval_158	III	289266	289536	+	0	NA	promoter-TSS (YCR095C)	protein_coding-promoter-TSS (YCR095C)	-143	YCR095C	YCR095C	YCR095C			OCA4			protein_coding
Interval_580	VII	650711	651141	+	0	NA	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-309	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
