PeakID (cmd=annotatePeaks.pl consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1058	X	672757	673362	+	0	NA	promoter-TSS (YJR133W)	protein_coding-promoter-TSS (YJR133W)	68	YJR133W	YJR133W	YJR133W			XPT1			protein_coding
Interval_1210	XII	282570	282980	+	0	NA	promoter-TSS (YLR074C)	protein_coding-promoter-TSS (YLR074C)	-152	YLR075W	YLR075W	YLR075W			RPL10			protein_coding
Interval_1471	XIV	22814	23823	+	0	NA	promoter-TSS (YNL327W)	protein_coding-promoter-TSS (YNL327W)	-44	YNL328C	YNL328C	YNL328C			MDJ2			protein_coding
Interval_672	VI	204690	205219	+	0	NA	promoter-TSS (YFR025C)	protein_coding-promoter-TSS (YFR025C)	42	tA(AGC)F	tA(AGC)F	tA(AGC)F			tA(AGC)F			tRNA
Interval_216	IV	19942	20466	+	0	NA	promoter-TSS (YDL241W)	protein_coding-promoter-TSS (YDL241W)	-431	YDL241W	YDL241W	YDL241W			YDL241W			protein_coding
Interval_1169	XI	640207	640507	+	0	NA	promoter-TSS (YKR100C)	protein_coding-promoter-TSS (YKR100C)	-183	YKR101W	YKR101W	YKR101W			SIR1			protein_coding
Interval_1122	XI	317052	317472	+	0	NA	promoter-TSS (YKL064W)	protein_coding-promoter-TSS (YKL064W)	-205	YKL065C	YKL065C	YKL065C			YET1			protein_coding
Interval_126	II	544561	544882	+	0	NA	promoter-TSS (YBR150C)	protein_coding-promoter-TSS (YBR150C)	-228	YBR150C	YBR150C	YBR150C			TBS1			protein_coding
Interval_240	IV	134803	135039	+	0	NA	promoter-TSS (YDL180W)	protein_coding-promoter-TSS (YDL180W)	-258	YDL181W	YDL181W	YDL181W			INH1			protein_coding
Interval_895	VIII	204331	204680	+	0	NA	promoter-TSS (YHR048W)	protein_coding-promoter-TSS (YHR048W)	-102	YHR048W	YHR048W	YHR048W			YHK8			protein_coding
Interval_50	II	113421	113716	+	0	NA	promoter-TSS (YBL056W)	protein_coding-promoter-TSS (YBL056W)	-141	YBL057C	YBL057C	YBL057C			PTH2			protein_coding
Interval_1673	XV	533817	534093	+	0	NA	promoter-TSS (YOR113W)	protein_coding-promoter-TSS (YOR113W)	-120	YOR113W	YOR113W	YOR113W			AZF1			protein_coding
Interval_195	III	176585	177264	+	0	NA	promoter-TSS (YCR030C)	protein_coding-promoter-TSS (YCR030C)	-259	snR65	snR65	snR65			snR65			snoRNA
Interval_913	VIII	323180	323993	+	0	NA	TTS (YHR103W)	protein_coding-TTS (YHR103W)	177	YHR104W	YHR104W	YHR104W			GRE3			protein_coding
Interval_1302	XII	902819	904142	+	0	NA	promoter-TSS (YLR389C)	protein_coding-promoter-TSS (YLR389C)	-244	YLR390W-A	YLR390W-A	YLR390W-A			CCW14			protein_coding
Interval_1658	XV	446196	447100	+	0	NA	promoter-TSS (YOR064C)	protein_coding-promoter-TSS (YOR064C)	90	YOR064C	YOR064C	YOR064C			YNG1			protein_coding
Interval_527	IX	348598	349234	+	0	NA	promoter-TSS (YIL003W)	protein_coding-promoter-TSS (YIL003W)	-206	YIL003W	YIL003W	YIL003W			CFD1			protein_coding
Interval_1629	XV	259307	259836	+	0	NA	promoter-TSS (YOL034W)	protein_coding-promoter-TSS (YOL034W)	82	snR50	snR50	snR50			snR50			snoRNA
Interval_355	IV	889090	889451	+	0	NA	promoter-TSS (YDR213W)	protein_coding-promoter-TSS (YDR213W)	-481	YDR213W	YDR213W	YDR213W			UPC2			protein_coding
Interval_1275	XII	722505	723774	+	0	NA	promoter-TSS (YLR295C)	protein_coding-promoter-TSS (YLR295C)	161	YLR296W	YLR296W	YLR296W			YLR296W			protein_coding
Interval_866	VIII	48000	48678	+	0	NA	promoter-TSS (YHL028W)	protein_coding-promoter-TSS (YHL028W)	-371	YHL029C	YHL029C	YHL029C			OCA5			protein_coding
Interval_1565	XIV	604661	605504	+	0	NA	promoter-TSS (YNL015W)	protein_coding-promoter-TSS (YNL015W)	-302	YNL015W	YNL015W	YNL015W			PBI2			protein_coding
Interval_639	V	546597	547377	+	0	NA	TTS (YER177W)	protein_coding-TTS (YER177W)	170	YER178W	YER178W	YER178W			PDA1			protein_coding
Interval_1579	XIV	694049	694314	+	0	NA	promoter-TSS (YNR035C)	protein_coding-promoter-TSS (YNR035C)	-134	YNR035C	YNR035C	YNR035C			ARC35			protein_coding
Interval_117	II	476340	477593	+	0	NA	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-529	YBR117C	YBR117C	YBR117C			TKL2			protein_coding
Interval_1278	XII	737644	738244	+	0	NA	promoter-TSS (YLR304C)	protein_coding-promoter-TSS (YLR304C)	-396	YLR304C	YLR304C	YLR304C			ACO1			protein_coding
Interval_817	VII	837032	837249	+	0	NA	promoter-TSS (YGR169C-A)	protein_coding-promoter-TSS (YGR169C-A)	-2	YGR170W	YGR170W	YGR170W			PSD2			protein_coding
Interval_1516	XIV	332329	332557	+	0	NA	promoter-TSS (YNL161W)	protein_coding-promoter-TSS (YNL161W)	-154	YNL161W	YNL161W	YNL161W			CBK1			protein_coding
Interval_308	IV	543681	543917	+	0	NA	promoter-TSS (YDR043C)	protein_coding-promoter-TSS (YDR043C)	-430	YDR043C	YDR043C	YDR043C			NRG1			protein_coding
Interval_1688	XV	648531	649300	+	0	NA	promoter-TSS (YOR166C)	protein_coding-promoter-TSS (YOR166C)	92	YOR167C	YOR167C	YOR167C			RPS28A			protein_coding
Interval_1189	XII	98862	99271	+	0	NA	promoter-TSS (YLL023C)	protein_coding-promoter-TSS (YLL023C)	-230	YLL023C	YLL023C	YLL023C			POM33			protein_coding
Interval_1077	XI	80452	80972	+	0	NA	promoter-TSS (YKL191W)	protein_coding-promoter-TSS (YKL191W)	-175	YKL192C	YKL192C	YKL192C			ACP1			protein_coding
Interval_779	VII	598832	599324	+	0	NA	promoter-TSS (YGR055W)	protein_coding-promoter-TSS (YGR055W)	-339	YGR055W	YGR055W	YGR055W			MUP1			protein_coding
Interval_1401	XIII	482496	483774	+	0	NA	promoter-TSS (YMR108W)	protein_coding-promoter-TSS (YMR108W)	121	YMR107W	YMR107W	YMR107W			SPG4			protein_coding
Interval_45	II	80784	80999	+	0	NA	promoter-TSS (YBL077W)	protein_coding-promoter-TSS (YBL077W)	-6	YBL077W	YBL077W	YBL077W			YBL077W			protein_coding
Interval_294	IV	483739	484008	+	0	NA	promoter-TSS (YDR018C)	protein_coding-promoter-TSS (YDR018C)	-13	YDR018C	YDR018C	YDR018C			YDR018C			protein_coding
Interval_947	VIII	540743	541138	+	0	NA	promoter-TSS (YHR214W)	protein_coding-promoter-TSS (YHR214W)	140	YHR213W-B	YHR213W-B	YHR213W-B			YHR213W-B			protein_coding
Interval_1884	XVI	821593	822734	+	0	NA	promoter-TSS (YPR144C)	protein_coding-promoter-TSS (YPR144C)	431	snR45	snR45	snR45			snR45			snoRNA
Interval_701	VII	94795	95711	+	0	NA	promoter-TSS (YGL209W)	protein_coding-promoter-TSS (YGL209W)	-605	YGL209W	YGL209W	YGL209W			MIG2			protein_coding
Interval_1442	XIII	773250	774715	+	0	NA	promoter-TSS (YMR251W-A)	protein_coding-promoter-TSS (YMR251W-A)	-770	YMR251W-A	YMR251W-A	YMR251W-A			HOR7			protein_coding
Interval_1005	X	383587	383786	+	0	NA	promoter-TSS (YJL033W)	protein_coding-promoter-TSS (YJL033W)	-151	YJL033W	YJL033W	YJL033W			HCA4			protein_coding
Interval_1373	XIII	325496	325831	+	0	NA	promoter-TSS (YMR026C)	protein_coding-promoter-TSS (YMR026C)	-214	YMR027W	YMR027W	YMR027W			YMR027W			protein_coding
Interval_271	IV	330235	331052	+	0	NA	promoter-TSS (YDL070W)	protein_coding-promoter-TSS (YDL070W)	-196	YDL072C	YDL072C	YDL072C			YET3			protein_coding
Interval_69	II	242369	242713	+	0	NA	promoter-TSS (YBR002C)	protein_coding-promoter-TSS (YBR002C)	27	YBR002C	YBR002C	YBR002C			RER2			protein_coding
Interval_1334	XIII	91020	92196	+	0	NA	promoter-TSS (YML088W)	protein_coding-promoter-TSS (YML088W)	-199	YML089C	YML089C	YML089C			YML089C			protein_coding
Interval_633	V	492231	492493	+	0	NA	promoter-TSS (YER159C)	protein_coding-promoter-TSS (YER159C)	62	tR(ACG)E	tR(ACG)E	tR(ACG)E			tR(ACG)E			tRNA
Interval_9	I	57700	58790	+	0	NA	promoter-TSS (YAL045C)	protein_coding-promoter-TSS (YAL045C)	217	YAL044C	YAL044C	YAL044C			GCV3			protein_coding
Interval_803	VII	774251	774810	+	0	NA	promoter-TSS (YGR143W)	protein_coding-promoter-TSS (YGR143W)	181	tA(AGC)G	tA(AGC)G	tA(AGC)G			tA(AGC)G			tRNA
Interval_1351	XIII	209118	209412	+	0	NA	promoter-TSS (YML034W)	protein_coding-promoter-TSS (YML034W)	-260	YML034W	YML034W	YML034W			SRC1			protein_coding
Interval_532	IX	384060	384718	+	0	NA	promoter-TSS (YIR017C)	protein_coding-promoter-TSS (YIR017C)	-220	YIR018W	YIR018W	YIR018W			YAP5			protein_coding
Interval_1614	XV	127949	128892	+	0	NA	promoter-TSS (YOL100W)	protein_coding-promoter-TSS (YOL100W)	-500	YOL101C	YOL101C	YOL101C			IZH4			protein_coding
Interval_1848	XVI	614890	615187	+	0	NA	promoter-TSS (YPR025C)	protein_coding-promoter-TSS (YPR025C)	-341	YPR026W	YPR026W	YPR026W			ATH1			protein_coding
Interval_341	IV	765288	765563	+	0	NA	promoter-TSS (YDR151C)	protein_coding-promoter-TSS (YDR151C)	-270	YDR151C	YDR151C	YDR151C			CTH1			protein_coding
Interval_572	V	152425	153452	+	0	NA	promoter-TSS (YER001W)	protein_coding-promoter-TSS (YER001W)	-582	YER001W	YER001W	YER001W			MNN1			protein_coding
Interval_43	II	69402	69597	+	0	NA	promoter-TSS (YBL084C)	protein_coding-promoter-TSS (YBL084C)	-54	YBL084C	YBL084C	YBL084C			CDC27			protein_coding
Interval_1554	XIV	542069	542268	+	0	NA	promoter-TSS (YNL045W)	protein_coding-promoter-TSS (YNL045W)	-136	YNL046W	YNL046W	YNL046W			YNL046W			protein_coding
Interval_94	II	356080	356907	+	0	NA	promoter-TSS (YBR058C)	protein_coding-promoter-TSS (YBR058C)	73	YBR058C-A	YBR058C-A	YBR058C-A			TSC3			protein_coding
Interval_412	IV	1189232	1189950	+	0	NA	promoter-TSS (YDR357C)	protein_coding-promoter-TSS (YDR357C)	-24	YDR357C	YDR357C	YDR357C			CNL1			protein_coding
Interval_1657	XV	443363	444489	+	0	NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-395	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
Interval_1280	XII	764312	764855	+	0	NA	promoter-TSS (YLR314C)	protein_coding-promoter-TSS (YLR314C)	-225	YLR315W	YLR315W	YLR315W			NKP2			protein_coding
Interval_267	IV	307835	308518	+	0	NA	promoter-TSS (YDL082W)	protein_coding-promoter-TSS (YDL082W)	-248	YDL082W	YDL082W	YDL082W			RPL13A			protein_coding
Interval_1878	XVI	785634	785941	+	0	NA	promoter-TSS (YPR124W)	protein_coding-promoter-TSS (YPR124W)	-421	YPR124W	YPR124W	YPR124W			CTR1			protein_coding
Interval_1424	XIII	627880	628289	+	0	NA	promoter-TSS (YMR183C)	protein_coding-promoter-TSS (YMR183C)	-105	YMR184W	YMR184W	YMR184W			ADD37			protein_coding
Interval_1371	XIII	311970	312219	+	0	NA	promoter-TSS (YMR019W)	protein_coding-promoter-TSS (YMR019W)	-62	YMR019W	YMR019W	YMR019W			STB4			protein_coding
Interval_744	VII	384482	385417	+	0	NA	promoter-TSS (YGL062W)	protein_coding-promoter-TSS (YGL062W)	-247	YGL062W	YGL062W	YGL062W			PYC1			protein_coding
Interval_1735	XV	965883	966321	+	0	NA	TTS (YOR341W)	protein_coding-TTS (YOR341W)	1523	YOR342C	YOR342C	YOR342C			YOR342C			protein_coding
Interval_249	IV	212794	213510	+	0	NA	promoter-TSS (YDL138W)	protein_coding-promoter-TSS (YDL138W)	-199	YDL138W	YDL138W	YDL138W			RGT2			protein_coding
Interval_1135	XI	402501	402677	+	0	NA	promoter-TSS (YKL019W)	protein_coding-promoter-TSS (YKL019W)	21	YKL019W	YKL019W	YKL019W			RAM2			protein_coding
Interval_360	IV	909178	910144	+	0	NA	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-393	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
Interval_104	II	415279	415846	+	0	NA	promoter-TSS (YBR084C-A)	protein_coding-promoter-TSS (YBR084C-A)	-301	YBR084C-A	YBR084C-A	YBR084C-A			RPL19A			protein_coding
Interval_1842	XVI	582860	583131	+	0	NA	promoter-TSS (YPR010C-A)	protein_coding-promoter-TSS (YPR010C-A)	-261	YPR010C-A	YPR010C-A	YPR010C-A			YPR010C-A			protein_coding
Interval_637	V	536136	536335	+	0	NA	promoter-TSS (YER172C)	protein_coding-promoter-TSS (YER172C)	-65	YER173W	YER173W	YER173W			RAD24			protein_coding
Interval_1797	XVI	264411	264973	+	0	NA	promoter-TSS (YPL152W)	protein_coding-promoter-TSS (YPL152W)	90	YPL152W-A	YPL152W-A	YPL152W-A			YPL152W-A			protein_coding
Interval_1456	XIII	867445	867671	+	0	NA	promoter-TSS (YMR300C)	protein_coding-promoter-TSS (YMR300C)	-467	YMR300C	YMR300C	YMR300C			ADE4			protein_coding
Interval_998	X	348742	349455	+	0	NA	promoter-TSS (YJL047C-A)	protein_coding-promoter-TSS (YJL047C-A)	80	YJL047C-A	YJL047C-A	YJL047C-A			YJL047C-A			protein_coding
Interval_1734	XV	949268	949676	+	0	NA	promoter-TSS (YOR335C)	protein_coding-promoter-TSS (YOR335C)	-301	YOR336W	YOR336W	YOR336W			KRE5			protein_coding
Interval_920	VIII	382747	383254	+	0	NA	promoter-TSS (YHR141C)	protein_coding-promoter-TSS (YHR141C)	-249	YHR141C	YHR141C	YHR141C			RPL42B			protein_coding
Interval_1893	XVI	876708	876976	+	0	NA	promoter-TSS (YPR166C)	protein_coding-promoter-TSS (YPR166C)	-213	YPR166C	YPR166C	YPR166C			MRP2			protein_coding
Interval_551	V	42011	42775	+	0	NA	promoter-TSS (YEL058W)	protein_coding-promoter-TSS (YEL058W)	231	YEL059C-A	YEL059C-A	YEL059C-A			SOM1			protein_coding
Interval_1483	XIV	88942	90110	+	0	NA	promoter-TSS (YNL288W)	protein_coding-promoter-TSS (YNL288W)	316	snR40	snR40	snR40			snR40			snoRNA
Interval_54	II	135712	136392	+	0	NA	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	54	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
Interval_993	X	294275	295071	+	0	NA	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	-126	YJL077W-A	YJL077W-A	YJL077W-A			YJL077W-A			protein_coding
Interval_123	II	515426	515625	+	0	NA	promoter-TSS (YBR138C)	protein_coding-promoter-TSS (YBR138C)	-139	YBR139W	YBR139W	YBR139W			YBR139W			protein_coding
Interval_1773	XVI	108286	108686	+	0	NA	promoter-TSS (YPL231W)	protein_coding-promoter-TSS (YPL231W)	-166	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
Interval_1628	XV	255069	255434	+	0	NA	promoter-TSS (YOL038C-A)	protein_coding-promoter-TSS (YOL038C-A)	-86	YOL038W	YOL038W	YOL038W			PRE6			protein_coding
Interval_738	VII	345721	347112	+	0	NA	promoter-TSS (YGL086W)	protein_coding-promoter-TSS (YGL086W)	430	snR10	snR10	snR10			snR10			snoRNA
Interval_1850	XVI	622509	623339	+	0	NA	promoter-TSS (YPR028W)	protein_coding-promoter-TSS (YPR028W)	-293	tF(GAA)P2	tF(GAA)P2	tF(GAA)P2			tF(GAA)P2			tRNA
Interval_1694	XV	673758	674034	+	0	NA	TTS (YOR180C)	protein_coding-TTS (YOR180C)	1271	YOR180C	YOR180C	YOR180C			DCI1			protein_coding
Interval_1514	XIV	317828	318807	+	0	NA	promoter-TSS (YNL169C)	protein_coding-promoter-TSS (YNL169C)	492	YNL168C	YNL168C	YNL168C			FMP41			protein_coding
Interval_1034	X	548339	548583	+	0	NA	promoter-TSS (YJR060W)	protein_coding-promoter-TSS (YJR060W)	-298	YJR060W	YJR060W	YJR060W			CBF1			protein_coding
Interval_1241	XII	513877	515127	+	0	NA	promoter-TSS (YLR178C)	protein_coding-promoter-TSS (YLR178C)	211	YLR179C	YLR179C	YLR179C			YLR179C			protein_coding
Interval_1429	XIII	674993	675569	+	0	NA	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-515	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
Interval_100	II	391552	392853	+	0	NA	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	91	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
Interval_1182	XII	65299	65907	+	0	NA	promoter-TSS (YLL037W)	protein_coding-promoter-TSS (YLL037W)	-396	YLL039C	YLL039C	YLL039C			UBI4			protein_coding
Interval_1613	XV	117582	118171	+	0	NA	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	-124	YOL103W-B	YOL103W-B	YOL103W-B			YOL103W-B			protein_coding
Interval_326	IV	635640	636833	+	0	NA	promoter-TSS (YDR096W)	protein_coding-promoter-TSS (YDR096W)	291	YDR095C	YDR095C	YDR095C			YDR095C			protein_coding
Interval_1157	XI	554716	554915	+	0	NA	promoter-TSS (YKR059W)	protein_coding-promoter-TSS (YKR059W)	-172	YKR059W	YKR059W	YKR059W			TIF1			protein_coding
Interval_1582	XIV	711531	711723	+	0	NA	promoter-TSS (YNR048W)	protein_coding-promoter-TSS (YNR048W)	-3	YNR048W	YNR048W	YNR048W			YNR048W			protein_coding
Interval_292	IV	464993	465813	+	0	NA	promoter-TSS (YDR010C)	protein_coding-promoter-TSS (YDR010C)	-20	YDR010C	YDR010C	YDR010C			YDR010C			protein_coding
Interval_389	IV	1071758	1072628	+	0	NA	promoter-TSS (YDR303C)	protein_coding-promoter-TSS (YDR303C)	364	YDR304C	YDR304C	YDR304C			CPR5			protein_coding
Interval_516	IX	300041	300240	+	0	NA	promoter-TSS (YIL030C)	protein_coding-promoter-TSS (YIL030C)	-131	YIL030C	YIL030C	YIL030C			SSM4			protein_coding
Interval_483	IX	102303	102644	+	0	NA	promoter-TSS (YIL130W)	protein_coding-promoter-TSS (YIL130W)	-238	YIL131C	YIL131C	YIL131C			FKH1			protein_coding
Interval_1671	XV	520396	520975	+	0	NA	promoter-TSS (YOR107W)	protein_coding-promoter-TSS (YOR107W)	-668	YOR107W	YOR107W	YOR107W			RGS2			protein_coding
Interval_48	II	101219	102010	+	0	NA	promoter-TSS (YBL063W)	protein_coding-promoter-TSS (YBL063W)	-272	YBL063W	YBL063W	YBL063W			KIP1			protein_coding
Interval_1790	XVI	207396	207999	+	0	NA	promoter-TSS (YPL179W)	protein_coding-promoter-TSS (YPL179W)	-460	YPL179W	YPL179W	YPL179W			PPQ1			protein_coding
Interval_1499	XIV	211520	211788	+	0	NA	promoter-TSS (YNL233W)	protein_coding-promoter-TSS (YNL233W)	-268	YNL233W	YNL233W	YNL233W			BNI4			protein_coding
Interval_1232	XII	449339	450937	+	0	NA	Intergenic	Intergenic	-1417	tQ(UUG)L	tQ(UUG)L	tQ(UUG)L			tQ(UUG)L			tRNA
Interval_436	IV	1317790	1319332	+	0	NA	promoter-TSS (YDR422C)	protein_coding-promoter-TSS (YDR422C)	714	YDR423C	YDR423C	YDR423C			CAD1			protein_coding
Interval_1869	XVI	736882	737212	+	0	NA	promoter-TSS (YPR104C)	protein_coding-promoter-TSS (YPR104C)	-614	YPR104C	YPR104C	YPR104C			FHL1			protein_coding
Interval_617	V	400724	401161	+	0	NA	promoter-TSS (YER119C)	protein_coding-promoter-TSS (YER119C)	-100	YER119C	YER119C	YER119C			AVT6			protein_coding
Interval_522	IX	325489	326042	+	0	NA	promoter-TSS (YIL014C-A)	protein_coding-promoter-TSS (YIL014C-A)	17	tT(AGU)I2	tT(AGU)I2	tT(AGU)I2			tT(AGU)I2			tRNA
Interval_950	X	26400	26599	+	0	NA	promoter-TSS (YJL214W)	protein_coding-promoter-TSS (YJL214W)	272	YJL215C	YJL215C	YJL215C			YJL215C			protein_coding
Interval_1817	XVI	406114	406642	+	0	NA	promoter-TSS (YPL079W)	protein_coding-promoter-TSS (YPL079W)	120	YPL080C	YPL080C	YPL080C			YPL080C			protein_coding
Interval_357	IV	893605	894464	+	0	NA	TTS (YDR214W)	protein_coding-TTS (YDR214W)	468	YDR215C	YDR215C	YDR215C			YDR215C			protein_coding
Interval_1155	XI	550972	551741	+	0	NA	promoter-TSS (YKR057W)	protein_coding-promoter-TSS (YKR057W)	-301	YKR057W	YKR057W	YKR057W			RPS21A			protein_coding
Interval_1568	XIV	622337	622765	+	0	NA	promoter-TSS (YNL004W)	protein_coding-promoter-TSS (YNL004W)	-123	YNL005C	YNL005C	YNL005C			MRP7			protein_coding
Interval_1858	XVI	667327	667649	+	0	NA	promoter-TSS (YPR055W)	protein_coding-promoter-TSS (YPR055W)	-188	YPR055W	YPR055W	YPR055W			SEC8			protein_coding
Interval_1553	XIV	537978	538250	+	0	NA	promoter-TSS (YNL048W)	protein_coding-promoter-TSS (YNL048W)	-59	YNL048W	YNL048W	YNL048W			ALG11			protein_coding
Interval_843	VII	976791	977252	+	0	NA	promoter-TSS (YGR241C)	protein_coding-promoter-TSS (YGR241C)	-315	YGR243W	YGR243W	YGR243W			MPC3			protein_coding
Interval_1415	XIII	594585	594802	+	0	NA	promoter-TSS (YMR166C)	protein_coding-promoter-TSS (YMR166C)	-193	YMR167W	YMR167W	YMR167W			MLH1			protein_coding
Interval_500	IX	210583	210873	+	0	NA	promoter-TSS (tI(AAU)I2)	tRNA-promoter-TSS (tI(AAU)I2)	63	tI(AAU)I2	tI(AAU)I2	tI(AAU)I2			tI(AAU)I2			tRNA
Interval_78	II	280967	281318	+	0	NA	promoter-TSS (YBR021W)	protein_coding-promoter-TSS (YBR021W)	-301	YBR021W	YBR021W	YBR021W			FUR4			protein_coding
Interval_1258	XII	628267	628599	+	0	NA	promoter-TSS (tL(CAA)L)	tRNA-promoter-TSS (tL(CAA)L)	50	tL(CAA)L	tL(CAA)L	tL(CAA)L			tL(CAA)L			tRNA
Interval_71	II	251032	251628	+	0	NA	promoter-TSS (YBR007C)	protein_coding-promoter-TSS (YBR007C)	-314	YBR007C	YBR007C	YBR007C			DSF2			protein_coding
Interval_1089	XI	134127	134353	+	0	NA	promoter-TSS (YKL167C)	protein_coding-promoter-TSS (YKL167C)	-106	YKL167C	YKL167C	YKL167C			MRP49			protein_coding
Interval_128	II	560926	561692	+	0	NA	promoter-TSS (YBR161W)	protein_coding-promoter-TSS (YBR161W)	-325	YBR161W	YBR161W	YBR161W			CSH1			protein_coding
Interval_453	IV	1429000	1429597	+	0	NA	promoter-TSS (YDR487C)	protein_coding-promoter-TSS (YDR487C)	-318	YDR487C	YDR487C	YDR487C			RIB3			protein_coding
Interval_659	VI	95148	96018	+	0	NA	promoter-TSS (YFL021W)	protein_coding-promoter-TSS (YFL021W)	-383	YFL021W	YFL021W	YFL021W			GAT1			protein_coding
Interval_1896	XVI	887746	887973	+	0	NA	promoter-TSS (YPR173C)	protein_coding-promoter-TSS (YPR173C)	-22	YPR173C	YPR173C	YPR173C			VPS4			protein_coding
Interval_1818	XVI	408783	409179	+	0	NA	promoter-TSS (YPL078C)	protein_coding-promoter-TSS (YPL078C)	-237	YPL078C	YPL078C	YPL078C			ATP4			protein_coding
Interval_850	VII	1025682	1027258	+	0	NA	promoter-TSS (YGR267C)	protein_coding-promoter-TSS (YGR267C)	-166	YGR269W	YGR269W	YGR269W			YGR269W			protein_coding
Interval_1253	XII	589003	589297	+	0	NA	promoter-TSS (YLR225C)	protein_coding-promoter-TSS (YLR225C)	-204	YLR226W	YLR226W	YLR226W			BUR2			protein_coding
Interval_475	IX	68227	69527	+	0	NA	promoter-TSS (YIL149C)	protein_coding-promoter-TSS (YIL149C)	169	YIL148W	YIL148W	YIL148W			RPL40A			protein_coding
Interval_243	IV	155971	156351	+	0	NA	promoter-TSS (YDL170W)	protein_coding-promoter-TSS (YDL170W)	-157	YDL170W	YDL170W	YDL170W			UGA3			protein_coding
Interval_1423	XIII	625674	626261	+	0	NA	promoter-TSS (YMR182C)	protein_coding-promoter-TSS (YMR182C)	156	YMR182W-A	YMR182W-A	YMR182W-A			YMR182W-A			protein_coding
Interval_582	V	211724	212846	+	0	NA	promoter-TSS (YER028C)	protein_coding-promoter-TSS (YER028C)	-409	YER028C	YER028C	YER028C			MIG3			protein_coding
Interval_690	VII	31535	31794	+	0	NA	promoter-TSS (YGL250W)	protein_coding-promoter-TSS (YGL250W)	-28	YGL251C	YGL251C	YGL251C			HFM1			protein_coding
Interval_115	II	466038	467193	+	0	NA	promoter-TSS (YBR112C)	protein_coding-promoter-TSS (YBR112C)	-633	YBR114W	YBR114W	YBR114W			RAD16			protein_coding
Interval_609	V	335211	336131	+	0	NA	promoter-TSS (YER088C)	protein_coding-promoter-TSS (YER088C)	-256	YER088W-B	YER088W-B	YER088W-B			YER088W-B			protein_coding
Interval_1834	XVI	517155	517994	+	0	NA	promoter-TSS (YPL018W)	protein_coding-promoter-TSS (YPL018W)	-77	YPL018W	YPL018W	YPL018W			CTF19			protein_coding
Interval_709	VII	148992	149424	+	0	NA	promoter-TSS (YGL188C-A)	protein_coding-promoter-TSS (YGL188C-A)	-244	YGL188C-A	YGL188C-A	YGL188C-A			YGL188C-A			protein_coding
Interval_1335	XIII	99410	99609	+	0	NA	promoter-TSS (YML084W)	protein_coding-promoter-TSS (YML084W)	20	YML084W	YML084W	YML084W			YML084W			protein_coding
Interval_1619	XV	180759	181616	+	0	NA	promoter-TSS (YOL078W)	protein_coding-promoter-TSS (YOL078W)	130	YOL079W	YOL079W	YOL079W			YOL079W			protein_coding
Interval_66	II	221348	221558	+	0	NA	exon (YBL005W-A, exon 1 of 1)	protein_coding-exon (YBL005W-A, exon 1 of 1)	123	YBL005W-A	YBL005W-A	YBL005W-A			YBL005W-A			protein_coding
Interval_1	I	1	758	+	0	NA	promoter-TSS (YAL068W-A)	protein_coding-promoter-TSS (YAL068W-A)	44	YAL069W	YAL069W	YAL069W			YAL069W			protein_coding
Interval_519	IX	314762	315030	+	0	NA	promoter-TSS (YIL019W)	protein_coding-promoter-TSS (YIL019W)	-76	YIL020C	YIL020C	YIL020C			HIS6			protein_coding
Interval_729	VII	289424	289623	+	0	NA	promoter-TSS (YGL116W)	protein_coding-promoter-TSS (YGL116W)	-286	YGL116W	YGL116W	YGL116W			CDC20			protein_coding
Interval_1662	XV	467754	468031	+	0	NA	promoter-TSS (YOR074C)	protein_coding-promoter-TSS (YOR074C)	-303	YOR074C	YOR074C	YOR074C			CDC21			protein_coding
Interval_443	IV	1355568	1355998	+	0	NA	promoter-TSS (YDR447C)	protein_coding-promoter-TSS (YDR447C)	-230	YDR447C	YDR447C	YDR447C			RPS17B			protein_coding
Interval_778	VII	591634	593298	+	0	NA	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	-24	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
